userId,movieId,rating,timestamp
94,111,3.5,1709257477
56,134,4.5,1700300794
99,187,3.0,1709405128
93,130,1.0,1709481340
78,190,0.5,1700228677
48,103,5.0,1702931512
16,106,1.0,1704818233
53,177,2.0,1704439076
7,157,0.5,1706373708
24,116,5.0,1705201244
53,104,2.0,1708396745
16,177,4.5,1702449197
56,195,5.0,1703931736
46,182,2.5,1702813407
76,126,4.0,1700136972
18,172,4.0,1709026894
95,184,1.0,1703094818
9,170,1.5,1703323899
80,167,3.5,1705427928
86,195,2.5,1707479618
34,179,4.0,1705062670
30,172,3.5,1704377814
16,129,3.0,1702150845
60,145,1.5,1701729619
98,135,4.0,1701741889
61,126,1.0,1708232232
67,117,3.5,1705711627
28,127,3.0,1705678411
17,104,2.5,1709559604
52,114,2.0,1702755740
76,102,0.5,1704991510
78,143,0.5,1704898461
26,128,3.5,1701475196
33,182,1.5,1701116873
37,119,3.5,1708214135
82,181,2.5,1704839521
33,140,1.5,1705334280
90,133,4.0,1708488172
94,168,3.5,1706181105
97,173,5.0,1708152018
6,167,1.0,1702346939
20,188,3.0,1707836132
79,181,0.5,1707346224
19,107,5.0,1709380404
98,182,3.0,1705257896
75,186,0.5,1708334393
78,118,1.0,1706708565
57,113,3.0,1707504920
64,194,5.0,1703506643
64,188,2.0,1706402984
29,108,0.5,1702161293
74,183,4.0,1709444194
67,121,1.5,1706014553
4,101,1.5,1705556126
61,200,4.5,1702155900
7,114,3.0,1708268799
12,169,2.0,1703428255
66,159,3.5,1706740385
91,181,3.5,1708921024
18,165,4.5,1703067708
40,200,3.5,1703742076
10,119,3.0,1705917392
89,120,2.0,1709305515
72,167,4.5,1702551253
59,194,3.5,1704212841
80,131,1.5,1709407251
4,115,4.5,1708731389
11,158,0.5,1709942967
14,186,1.0,1708979033
2,182,5.0,1704573278
47,102,4.5,1708436617
52,147,0.5,1706180609
93,107,1.0,1706861931
29,147,0.5,1707077159
9,185,1.0,1702385529
42,150,0.5,1700730047
14,129,1.0,1708236715
45,180,2.5,1701317483
9,192,1.0,1703366076
96,179,5.0,1704710288
47,169,2.5,1707077606
40,129,4.5,1707974590
72,190,5.0,1704461505
30,191,5.0,1704772471
2,178,2.0,1708371160
65,185,3.0,1704102075
86,115,4.5,1702403834
34,103,1.5,1705577054
70,103,3.5,1705110426
9,111,2.0,1708698815
18,194,5.0,1703463951
81,195,3.0,1703668922
38,199,1.5,1707140938
73,196,2.5,1707022825
27,146,3.0,1707910529
67,199,2.5,1700795366
87,145,3.5,1704144470
42,133,1.0,1701214077
96,165,3.0,1705944285
78,121,2.0,1708877972
11,186,2.5,1703848754
54,176,2.5,1701744331
14,187,3.5,1704564230
74,131,2.5,1704351546
99,161,3.5,1709017282
95,176,4.0,1703401606
70,152,2.0,1706322658
31,188,2.5,1703584766
51,161,2.0,1703538813
66,151,2.0,1705608250
32,177,1.5,1707546147
72,169,5.0,1704642090
2,128,4.5,1700571118
87,110,4.5,1708054320
30,125,2.5,1703309147
80,117,1.5,1705459252
64,144,4.5,1703406723
70,139,5.0,1708971539
40,154,3.0,1703599473
46,115,1.0,1705855193
2,178,4.5,1709503525
30,178,0.5,1709887475
45,115,0.5,1700953391
94,175,3.0,1703421780
17,159,2.0,1703272458
44,112,1.0,1703997598
89,172,3.5,1706758466
74,180,3.0,1703382755
51,122,1.5,1704993032
72,151,2.0,1704033480
40,131,1.0,1700624903
100,163,2.0,1709196856
38,147,3.5,1705682279
20,195,1.5,1705610158
73,101,1.5,1700655078
44,159,4.5,1705739101
74,153,4.5,1705198469
87,191,0.5,1704825144
22,187,4.5,1703704739
40,104,0.5,1703511768
70,176,5.0,1702288259
73,174,0.5,1701010186
39,107,0.5,1700674517
79,109,2.5,1702309116
23,171,3.5,1703013584
61,144,1.0,1708486423
63,152,3.5,1707452899
80,200,4.0,1701459901
35,163,0.5,1708154294
86,181,5.0,1705439070
93,125,1.5,1704450246
90,129,3.0,1704743422
79,187,0.5,1709934402
20,145,1.5,1703281132
2,131,3.0,1707652921
89,121,3.5,1706198937
64,185,2.5,1703835196
3,162,1.5,1708137197
14,176,2.0,1706048756
25,167,4.0,1706943487
73,183,1.0,1701686433
96,165,5.0,1706545799
97,171,3.0,1704789495
5,111,2.5,1702856191
81,188,0.5,1707320665
9,124,3.5,1701648163
47,189,3.0,1701576915
23,162,1.0,1709421943
6,189,4.0,1709741119
52,196,0.5,1706669052
52,183,4.5,1702902493
62,122,3.0,1706903323
66,110,4.5,1701882038
91,185,2.5,1706564823
27,128,3.5,1707247159
55,187,0.5,1702991939
21,186,2.5,1700653674
4,118,3.5,1706445174
2,151,3.0,1709346071
4,156,4.5,1707718970
95,148,4.0,1709435324
68,164,1.0,1708959538
73,164,3.0,1703797161
38,122,3.0,1708732111
34,199,5.0,1704759562
13,101,5.0,1707774521
51,179,2.5,1703142016
3,146,1.5,1704843202
67,170,0.5,1701811196
21,103,3.5,1707667226
97,167,3.0,1707003162
91,181,2.5,1709007366
94,192,2.5,1701153167
53,133,0.5,1705147620
18,108,3.0,1709730190
84,142,2.5,1707058617
92,171,3.5,1709704046
61,104,0.5,1703433503
31,126,1.0,1706478400
4,153,1.0,1701260385
61,127,3.0,1706773822
49,149,1.0,1701297181
39,110,4.5,1703954066
69,174,0.5,1706688439
54,129,4.0,1708478829
39,136,1.0,1707525547
95,130,1.5,1705558696
57,107,2.0,1701126640
25,155,3.5,1700156961
41,124,3.0,1704809419
60,179,4.0,1703105133
86,167,3.5,1705098348
99,178,4.5,1705671073
96,109,2.5,1702160262
20,172,2.5,1704494185
72,139,4.5,1707427405
20,148,3.5,1703497945
71,175,4.0,1706792207
75,190,5.0,1705862760
33,128,2.0,1701758581
38,177,4.0,1702320880
73,136,0.5,1706541830
47,115,2.5,1707263919
34,169,0.5,1709696461
29,135,0.5,1704836517
28,183,1.5,1702550381
13,114,4.5,1702231130
53,160,1.5,1705914368
41,117,2.5,1700960634
16,128,3.0,1705399248
7,116,3.5,1703747642
64,160,2.5,1707778892
40,177,3.5,1706329208
13,181,2.0,1703511880
82,139,4.0,1704783687
39,103,1.5,1706213727
13,126,1.5,1701630413
22,168,1.5,1704905659
67,102,4.5,1704453384
57,109,4.5,1704932262
74,189,1.0,1705614286
27,145,5.0,1702534192
30,109,4.5,1708133690
1,131,5.0,1701942390
58,195,3.0,1700318884
97,101,4.0,1706840897
98,130,4.0,1703482555
28,122,1.0,1708679466
49,141,4.0,1700796304
10,122,4.0,1701162309
48,199,2.5,1705713305
23,175,1.0,1701217095
34,112,3.5,1702213496
3,116,4.0,1700993339
80,194,2.5,1703788856
62,105,0.5,1707866681
71,116,0.5,1705701569
15,199,2.0,1706309698
98,122,5.0,1708728938
93,151,3.5,1708321961
32,148,5.0,1706613855
46,122,2.5,1706456472
11,136,1.5,1702500421
8,172,2.5,1703989193
70,113,0.5,1707241566
2,188,4.0,1706921117
91,198,1.0,1708437640
38,177,4.5,1706113627
87,200,2.5,1700187139
38,132,2.0,1708497062
61,139,0.5,1708314538
43,176,2.5,1703803489
64,185,1.5,1707595339
39,126,5.0,1706672020
95,125,2.5,1707001633
45,191,1.5,1708756492
40,181,3.0,1700090475
70,173,5.0,1705599426
53,170,5.0,1707492995
49,131,4.0,1704595865
46,133,2.0,1705818440
77,161,2.5,1707714908
48,151,2.0,1709984601
39,184,2.0,1709191290
51,137,1.0,1701133207
47,159,1.0,1708620461
44,176,4.5,1701152525
49,127,2.0,1704467078
26,104,2.0,1706537745
78,122,2.5,1703072249
58,152,5.0,1700639276
71,142,3.0,1709357828
71,170,4.0,1707116820
22,188,1.0,1707611074
4,116,4.0,1700954024
83,167,4.0,1705455555
60,123,1.5,1703223351
37,195,4.0,1709195677
82,200,2.0,1704685960
19,122,1.0,1708623751
8,192,2.5,1706310502
42,126,5.0,1707112693
56,193,1.0,1700412339
18,103,4.0,1707116017
40,152,1.0,1707375268
67,180,4.0,1707150750
73,169,5.0,1708126407
42,106,1.5,1706284076
50,161,1.0,1700292941
58,159,5.0,1705309647
90,141,1.5,1700939480
33,118,3.0,1708344015
88,109,3.0,1701336116
48,101,3.0,1705214495
17,140,1.0,1704917926
45,198,4.0,1707934956
40,165,3.5,1703086072
57,112,1.5,1707063094
27,174,4.0,1709908373
64,135,1.5,1703647211
61,194,3.5,1703207268
64,175,2.0,1705493305
53,130,1.0,1704385206
97,153,0.5,1705846337
68,194,2.5,1706777799
39,156,0.5,1703952429
37,120,1.0,1700224764
81,167,3.5,1706015779
10,152,2.5,1706911699
5,171,4.0,1707800280
17,199,0.5,1705041582
31,124,4.0,1702643445
51,194,3.0,1704562714
12,107,4.0,1707636356
65,138,0.5,1700510823
19,135,3.0,1706183741
40,120,0.5,1704863949
40,177,1.5,1701475115
21,150,4.5,1705123257
80,116,3.0,1709950046
24,200,1.0,1700814852
83,176,1.0,1706806629
28,143,0.5,1703807532
99,139,4.0,1700539943
7,181,3.0,1700419503
52,138,2.0,1701443809
34,163,1.0,1709502938
1,195,3.0,1700240162
45,105,4.0,1701606385
37,153,0.5,1702229953
20,136,5.0,1707790098
48,134,2.5,1700459458
40,145,1.5,1706617822
60,162,1.5,1703646669
92,146,1.5,1706747176
47,160,2.5,1706305753
36,180,5.0,1701379402
41,161,3.5,1703320030
22,119,2.5,1703133345
60,152,0.5,1700372887
43,180,2.0,1701329001
21,130,4.5,1708704990
65,164,3.0,1703561161
47,184,4.5,1709932710
29,148,2.0,1702264879
81,175,4.5,1707414367
33,151,2.0,1702053353
65,171,4.5,1707070716
8,104,4.5,1709786826
100,131,2.0,1702167043
66,150,4.0,1700397056
24,141,5.0,1709931008
37,153,2.5,1701325682
46,181,1.0,1703865471
52,132,4.0,1707597253
45,190,5.0,1709113729
29,122,2.0,1707112900
66,199,2.5,1707340070
54,174,1.0,1702642150
10,167,2.0,1704452226
68,165,5.0,1701041188
72,156,3.5,1709795900
44,186,3.0,1708929865
28,159,4.0,1709732230
61,147,4.0,1700231504
99,140,4.0,1709043599
65,160,3.0,1705432609
9,148,3.5,1704871881
33,104,4.5,1706202246
43,158,0.5,1704770499
34,131,4.0,1702843577
56,119,3.5,1709398196
47,191,2.5,1701135883
12,171,2.5,1708983677
85,129,2.0,1701484726
23,139,2.0,1707845923
20,196,2.0,1707090371
1,165,4.0,1700588451
77,119,3.5,1702124035
14,197,0.5,1702237741
26,174,2.0,1707083112
47,110,1.5,1704072554
2,149,1.0,1704659474
33,168,3.5,1704848287
25,143,3.5,1707845025
43,141,4.5,1704237005
36,107,3.0,1701784101
27,181,3.5,1708689863
69,199,0.5,1702015605
16,140,1.5,1706851604
33,199,4.0,1707512501
10,191,1.0,1703388606
6,167,2.0,1700111960
78,190,5.0,1709646977
14,159,4.0,1709332690
1,128,3.0,1707566574
95,155,4.5,1705190809
86,131,0.5,1706534461
98,184,3.5,1703894054
73,197,0.5,1708987392
69,160,5.0,1709788629
17,121,2.5,1701108425
28,127,2.0,1709749272
14,142,4.0,1701635637
76,187,5.0,1708980608
8,142,1.5,1703316107
36,157,4.5,1704223578
59,145,3.0,1706095208
48,127,4.5,1703100820
39,174,2.5,1705750198
45,138,1.5,1703457096
73,199,1.0,1700331941
75,156,3.5,1707160251
94,187,1.5,1703991852
47,145,4.0,1706516831
82,174,4.5,1702631541
47,140,0.5,1707050774
94,107,2.5,1700870769
80,124,1.5,1708151512
65,103,2.5,1707270883
63,149,4.5,1700402378
42,157,2.5,1709316582
64,124,4.5,1700054088
27,151,2.5,1700814784
93,116,5.0,1703932940
35,170,0.5,1707991168
54,180,0.5,1703880936
70,144,5.0,1703458462
88,198,1.0,1709516998
40,133,1.5,1701048536
60,165,3.0,1703301296
19,138,3.0,1702219206
50,150,3.0,1708085878
44,101,4.5,1709074657
60,198,2.5,1707131561
1,188,5.0,1707714179
49,191,4.0,1709320252
5,166,4.5,1709438522
23,121,5.0,1704079777
87,175,4.0,1701933784
15,179,2.0,1705296776
69,182,1.5,1709959043
57,194,4.5,1706810975
86,125,0.5,1707903070
1,155,2.5,1701842619
88,104,4.5,1702521796
55,110,2.0,1709407197
59,138,1.0,1704126389
34,151,1.5,1707133506
27,129,3.5,1703195564
100,152,0.5,1700766226
98,112,2.5,1707490868
17,182,5.0,1701538988
36,175,1.5,1704485011
70,160,5.0,1705641404
38,156,2.5,1706223355
25,132,1.5,1707361797
83,198,5.0,1708335072
67,152,0.5,1708730515
53,168,4.5,1702052271
21,187,2.5,1700244740
27,121,2.0,1701865016
44,107,3.0,1705728776
94,171,3.0,1706105011
37,189,4.0,1706968434
24,114,1.5,1702192134
57,178,1.0,1703216012
41,128,4.5,1708466479
67,197,5.0,1709524391
1,174,2.0,1701603368
53,161,2.0,1705133533
4,157,0.5,1707521951
29,159,3.0,1704536453
63,136,4.0,1706629466
22,130,4.5,1708228423
54,113,1.0,1707534449
83,161,2.5,1700656224
26,162,3.0,1708732190
91,177,1.5,1700651961
98,139,2.0,1703752743
17,101,1.5,1700841782
76,108,4.0,1703009385
97,126,5.0,1704716102
5,200,3.0,1700596169
26,177,4.0,1703933505
73,148,1.0,1708030422
48,114,0.5,1702807845
35,192,4.0,1700068716
36,200,2.0,1702466043
50,158,3.5,1705460426
17,195,1.0,1701446229
68,136,1.5,1706209895
70,137,1.0,1707972800
16,102,2.5,1705323109
39,128,2.0,1708418467
7,192,5.0,1709336324
89,141,1.5,1706816496
29,179,4.5,1709288385
44,156,4.5,1703801791
58,127,4.0,1709727223
58,115,2.5,1707350639
43,200,4.0,1703352020
40,138,3.0,1702674152
94,189,3.0,1709503071
35,185,4.5,1701914595
10,177,4.0,1701734297
5,189,4.5,1707792098
60,160,3.5,1700568593
60,101,2.0,1708140539
2,112,1.0,1705978659
99,165,4.5,1707684435
27,155,5.0,1709689252
45,143,4.5,1703537215
74,121,0.5,1700996898
58,196,3.5,1703864928
51,174,3.0,1708854518
95,137,4.0,1704025367
81,165,5.0,1703282271
35,102,3.5,1709097470
85,172,1.0,1707505081
64,191,2.5,1708216296
44,156,4.5,1704975078
65,170,4.0,1701077037
42,152,4.5,1700961490
7,144,0.5,1707451436
91,141,0.5,1703909231
27,198,2.5,1703947961
75,119,5.0,1706040208
1,148,2.5,1708139787
90,112,4.0,1702831762
61,105,1.0,1709538057
60,185,3.0,1706586168
80,109,5.0,1702510411
92,159,0.5,1705803333
67,164,4.5,1703135032
85,199,2.5,1702828418
45,121,2.5,1701867429
42,114,0.5,1702130214
28,152,3.0,1700625518
64,148,0.5,1701068791
47,119,4.5,1702453434
55,125,2.5,1706120605
33,120,3.5,1705377631
13,143,0.5,1708456654
53,184,0.5,1705629989
84,147,1.5,1706137773
55,166,3.5,1704508636
9,196,1.0,1700272857
39,140,0.5,1703757626
52,128,5.0,1709925420
10,138,3.0,1707134522
45,197,4.5,1706570662
54,159,1.5,1707305957
91,177,2.5,1706509420
35,118,4.0,1708180960
75,105,2.5,1708773014
26,136,2.0,1704546945
31,197,5.0,1700056984
54,110,3.0,1706717249
64,115,1.0,1701559436
3,124,0.5,1706185507
90,150,1.0,1709835425
34,112,0.5,1706171407
27,129,0.5,1706538853
3,176,2.0,1706416533
27,181,0.5,1706233417
67,118,2.5,1700141379
63,191,0.5,1700433708
68,192,0.5,1703093822
86,193,1.5,1708914953
52,102,1.0,1703231544
93,178,5.0,1701092618
7,187,5.0,1702967992
99,116,4.5,1703481525
53,189,4.5,1707784674
1,168,3.5,1701816509
28,161,2.0,1705453567
43,117,3.5,1701654933
89,136,3.5,1707822080
35,145,4.5,1709059807
78,186,4.5,1700496070
59,160,4.0,1703330525
58,130,3.5,1702915631
74,115,2.5,1708128030
84,197,2.5,1704238903
66,114,4.0,1702190524
95,159,0.5,1700238241
46,189,4.0,1700311091
36,136,4.0,1700129770
94,163,2.0,1704016411
89,165,3.0,1704619261
87,171,2.5,1700878191
6,116,5.0,1701586401
87,141,0.5,1700920763
32,176,5.0,1704392404
77,154,5.0,1708519111
38,165,3.0,1709264763
77,182,5.0,1707180724
64,198,2.5,1700405666
23,118,5.0,1700114030
87,171,0.5,1701224545
93,151,0.5,1709200259
20,159,3.0,1700408663
83,186,1.5,1700805101
51,108,1.5,1706583415
25,175,0.5,1707588888
3,200,1.5,1703695418
77,175,3.5,1708224289
15,195,2.5,1705443787
58,173,5.0,1702251495
87,130,2.0,1705143625
88,126,5.0,1705106072
78,190,3.5,1706966748
93,110,5.0,1704338357
40,169,4.0,1708930791
61,103,4.5,1700655127
76,125,3.5,1705276930
18,140,4.5,1700940424
29,149,1.5,1709666838
26,196,4.5,1703771657
73,178,2.5,1705390424
66,165,3.0,1709617938
21,163,1.0,1705306398
71,109,1.5,1709868735
52,135,4.5,1703824068
36,160,5.0,1706176796
52,193,2.5,1704313436
22,118,4.0,1706001100
1,123,3.5,1704460155
32,182,4.5,1707590185
39,145,5.0,1703322202
81,170,0.5,1707733620
58,148,3.5,1707121233
76,117,2.0,1708139807
58,116,0.5,1705432071
45,139,3.0,1705087202
45,169,4.5,1708583615
86,186,2.0,1707723545
68,187,1.0,1703482986
77,148,4.5,1706019783
9,176,0.5,1705911326
12,128,1.5,1703517342
58,160,4.0,1705804339
51,170,4.0,1703060915
81,167,5.0,1705356732
66,120,2.5,1703086614
96,102,3.0,1703540595
85,162,2.5,1708888400
8,147,4.0,1701900033
6,159,1.5,1701808747
75,151,4.0,1707009727
18,113,3.5,1708682769
63,171,5.0,1709747164
80,171,4.0,1704410633
28,189,1.0,1707891010
95,116,5.0,1700119228
22,193,2.0,1700199795
34,104,2.5,1707430812
25,150,1.5,1709988379
23,134,2.0,1709349942
26,140,3.5,1708935479
100,178,3.5,1708045162
98,139,4.5,1705465349
59,160,5.0,1708682281
7,168,0.5,1706734018
35,165,4.0,1700604165
92,199,5.0,1704622618
99,181,0.5,1705628910
51,152,3.5,1708961891
69,165,5.0,1704299801
28,141,1.0,1701751287
60,110,1.5,1705726704
78,186,2.0,1707231208
63,116,3.5,1704483013
58,134,4.5,1707041962
46,164,3.5,1704073404
51,152,4.0,1706377770
72,197,2.5,1700980876
74,145,5.0,1706370031
1,157,4.5,1707814722
29,167,1.5,1705099752
63,199,5.0,1702331278
21,122,2.0,1704453812
5,120,1.0,1702490260
13,154,3.0,1700701529
72,156,3.5,1707161367
50,150,1.0,1708631594
99,177,3.0,1706751932
48,137,3.5,1704870710
1,142,2.0,1709724535
50,195,0.5,1708514941
98,111,1.0,1709958320
26,166,5.0,1701367687
44,170,1.5,1702986724
59,121,1.0,1702883205
24,151,0.5,1705201140
46,124,0.5,1709881882
71,192,3.5,1705364163
81,124,1.0,1702081913
38,148,4.5,1700572171
42,162,2.0,1701110351
83,111,1.5,1704439793
79,122,3.0,1707007836
11,167,4.5,1706977702
40,192,3.0,1701074665
50,110,1.0,1706591614
25,164,0.5,1705639176
48,147,2.0,1700681488
72,117,3.5,1704478840
97,126,0.5,1706043876
8,174,2.5,1705315934
49,137,2.5,1702373666
70,149,4.0,1701120719
44,123,3.0,1708561314
92,143,2.0,1708647835
52,195,1.5,1702820020
5,135,1.5,1700446498
87,170,2.5,1705220250
21,140,4.0,1705803094
56,134,4.0,1709662851
42,168,1.0,1700572428
34,147,4.5,1701912503
16,134,3.5,1707894743
57,106,3.5,1704079297
53,178,3.0,1701308830
39,171,2.5,1701807009
8,178,4.0,1706670497
14,199,2.5,1706891455
40,126,4.0,1700426524
93,130,4.0,1705043030
55,111,2.5,1708897010
31,115,3.5,1706980890
56,101,5.0,1707503463
39,127,1.5,1702175920
3,121,2.0,1703067905
92,153,4.0,1702526249
55,185,3.0,1706158040
89,135,5.0,1705414655
90,111,5.0,1708733855
21,115,4.5,1709482656
26,111,1.5,1709975087
93,161,1.0,1704884230
26,159,4.5,1700819159
18,139,1.0,1708995267
70,190,1.5,1706555434
52,159,0.5,1702962753
48,188,3.5,1701478876
49,166,2.5,1702570269
60,184,4.0,1709421426
43,164,3.0,1702216893
85,109,4.0,1708863474
52,122,4.0,1705679205
70,182,4.0,1705836437
46,188,3.0,1702249777
37,138,1.0,1705038827
100,197,3.5,1700113773
47,129,4.0,1706636226
100,113,4.0,1709587623
26,114,1.0,1700540217
23,177,2.5,1707545314
26,143,2.0,1702816256
60,163,3.0,1705601820
19,152,4.0,1706388590
11,148,2.5,1701932262
70,194,3.0,1700115004
15,120,2.5,1706690807
97,102,1.5,1701131413
81,128,2.5,1702294934
6,179,1.5,1701307395
59,122,4.5,1706584238
25,150,2.5,1708131552
50,161,3.5,1707443215
67,170,4.0,1700962217
12,122,5.0,1706169924
6,175,4.0,1702885931
55,149,0.5,1702030035
84,133,3.0,1704898612
21,198,4.0,1705370322
94,191,1.5,1700623863
98,111,1.0,1702452030
91,162,1.0,1703489090
93,178,0.5,1706216598
95,114,1.5,1700519529
19,174,1.5,1700925628
56,189,0.5,1705295468
59,114,3.0,1704073662
22,173,1.0,1700740479
4,122,2.0,1704351829
71,137,0.5,1709080769
32,145,0.5,1705579331
82,181,4.5,1705490006
11,183,0.5,1708364409
16,101,3.0,1704777676
56,117,0.5,1703237336
99,174,3.5,1700586427
