device_id,temperature,humidity,status
2,17.91,43.0,OK
2,33.28,78.04,OK
1,20.97,51.57,OK
3,23.28,53.47,OK
5,29.0,56.48,OK
2,30.97,64.55,OK
2,26.65,66.49,OK
3,33.95,52.98,OK
4,30.57,67.53,OK
5,28.19,56.2,OK
3,25.55,52.27,ERROR
5,15.24,66.14,OK
2,20.48,56.1,OK
4,27.74,59.52,OK
2,31.31,57.03,OK
4,16.98,33.31,OK
5,18.41,45.03,OK
5,29.03,76.07,OK
4,25.12,74.39,OK
5,23.64,47.3,OK
1,29.2,40.5,OK
3,33.64,75.47,OK
4,21.14,43.91,OK
4,23.98,75.51,OK
5,27.77,75.81,OK
1,19.25,32.23,OK
3,22.41,33.22,OK
1,34.51,59.27,OK
5,26.81,54.12,OK
4,15.09,67.26,OK
4,31.19,77.25,OK
4,18.84,31.32,OK
5,20.57,38.73,OK
3,34.21,66.72,OK
1,26.21,34.37,OK
2,17.09,67.17,OK
3,31.22,51.68,OK
5,16.05,44.47,OK
1,31.61,51.27,OK
5,31.85,65.95,ERROR
5,21.28,75.92,OK
5,15.39,45.73,OK
4,30.85,59.5,OK
1,17.74,50.49,OK
4,18.19,38.92,OK
5,29.51,56.81,OK
4,15.81,68.4,OK
5,26.64,50.31,OK
5,19.22,48.57,OK
2,33.73,57.11,OK
4,17.36,30.54,OK
1,26.12,51.07,OK
4,31.44,61.27,OK
5,34.26,78.76,OK
1,18.47,75.4,OK
4,30.11,40.99,OK
3,18.26,48.17,OK
4,15.76,46.24,OK
4,18.81,79.74,OK
3,17.19,38.53,OK
2,34.36,61.78,OK
5,19.33,31.99,OK
2,30.96,55.17,OK
1,24.02,59.43,OK
4,23.91,52.31,OK
5,30.29,65.06,OK
4,15.11,38.1,OK
3,16.82,67.09,OK
2,32.39,70.39,OK
4,32.65,65.16,OK
5,27.15,68.85,OK
2,28.51,48.12,OK
5,23.15,72.95,OK
3,19.75,65.22,OK
1,21.98,74.4,OK
4,19.37,69.37,OK
1,30.93,56.25,OK
5,15.52,76.16,OK
1,32.23,55.07,OK
5,20.63,46.68,OK
1,16.68,30.64,OK
4,22.97,65.98,OK
1,27.24,57.48,OK
4,27.51,60.35,OK
2,23.54,46.83,OK
1,23.46,56.2,OK
3,17.75,73.79,OK
1,25.88,36.17,OK
5,25.63,34.92,OK
2,19.69,66.06,OK
1,17.28,48.12,OK
5,32.06,68.26,OK
2,24.76,66.68,OK
4,33.1,73.01,OK
5,26.38,54.67,OK
5,23.08,46.32,OK
2,18.77,43.54,OK
3,25.59,35.91,OK
5,19.65,46.53,OK
1,32.83,73.97,OK
1,19.16,55.86,OK
1,23.74,67.6,OK
3,31.32,75.1,OK
3,31.3,68.84,OK
2,15.95,73.7,ERROR
2,33.22,44.16,OK
5,31.08,64.07,ERROR
2,31.64,35.82,OK
2,20.86,30.67,OK
4,21.06,46.42,OK
3,27.95,76.73,OK
4,18.21,33.74,OK
3,22.28,30.55,OK
5,25.6,38.36,OK
5,24.46,77.65,OK
1,31.16,38.45,OK
3,29.87,33.04,OK
5,17.26,39.93,OK
3,25.67,50.17,OK
2,32.25,66.18,ERROR
2,18.15,47.06,OK
4,27.71,73.89,OK
2,30.1,31.3,OK
3,17.26,69.67,OK
1,32.67,79.48,OK
2,24.8,44.92,OK
1,29.32,69.24,OK
4,19.4,55.06,OK
3,31.85,57.99,OK
1,17.23,32.08,OK
3,23.87,43.1,OK
3,33.23,69.33,OK
1,23.88,47.72,OK
4,15.65,69.46,OK
1,23.37,30.8,OK
3,30.09,76.31,OK
5,28.29,54.5,OK
4,29.27,57.68,OK
3,20.96,69.04,OK
3,22.04,71.38,OK
1,27.15,53.27,OK
2,16.5,46.96,OK
1,24.24,67.46,OK
5,29.29,38.04,OK
2,28.12,51.93,OK
3,17.16,46.92,OK
4,32.34,30.05,OK
4,33.2,35.17,OK
1,18.57,79.7,OK
2,17.0,42.16,OK
2,34.65,72.92,OK
4,19.16,60.52,OK
4,17.03,40.01,OK
3,34.11,53.54,ERROR
4,31.54,45.37,OK
2,28.58,51.76,OK
4,27.74,63.49,OK
1,23.46,49.88,OK
4,33.48,79.33,OK
1,16.5,45.74,OK
3,34.26,72.22,OK
1,17.06,70.57,OK
1,34.07,72.56,OK
5,25.58,51.91,OK
5,25.65,71.18,OK
4,16.58,69.92,ERROR
3,27.01,78.78,OK
1,32.93,58.79,OK
3,16.33,71.35,OK
1,21.81,75.94,OK
2,30.15,42.86,OK
1,16.47,57.6,OK
2,29.82,49.53,OK
5,31.5,79.71,OK
5,28.82,43.15,OK
1,33.73,70.21,OK
4,29.33,76.53,OK
2,27.38,42.82,OK
1,29.25,79.84,OK
4,27.1,72.39,OK
3,33.15,59.03,ERROR
5,32.32,75.6,OK
5,34.69,56.49,OK
3,28.51,32.19,OK
3,26.05,70.24,OK
1,30.43,55.9,OK
4,21.97,43.14,OK
3,29.04,52.86,OK
5,31.64,74.58,OK
3,16.63,62.67,OK
1,15.71,48.19,OK
5,28.05,64.28,OK
4,19.31,53.16,OK
2,33.87,70.99,OK
4,22.37,37.4,OK
4,25.64,73.78,OK
3,17.44,75.63,OK
2,25.97,51.66,OK
3,17.56,73.08,ERROR
4,23.29,72.47,OK
5,25.7,40.4,OK
1,22.78,65.45,OK
1,26.88,48.15,OK
2,26.65,67.93,OK
4,17.06,73.54,OK
3,25.32,46.64,OK
3,28.09,68.97,OK
2,18.81,62.49,OK
5,23.77,41.65,OK
4,34.38,46.0,OK
2,30.89,33.63,OK
4,30.56,36.97,OK
3,34.65,37.16,OK
4,26.62,34.73,OK
3,25.52,59.09,OK
3,15.78,38.3,OK
4,21.39,77.96,OK
3,32.39,69.65,OK
5,22.2,61.29,OK
3,32.14,55.66,OK
5,23.85,34.82,OK
5,32.24,67.74,OK
4,33.32,48.18,OK
1,24.21,63.26,OK
5,34.17,45.45,OK
3,25.91,49.89,OK
2,26.17,46.76,OK
4,15.84,54.91,OK
3,16.53,42.46,OK
2,22.21,30.6,ERROR
2,26.85,41.9,OK
4,31.04,51.24,OK
3,20.29,66.94,OK
4,34.93,47.87,OK
4,29.64,42.03,OK
3,26.27,69.08,OK
3,34.25,42.32,OK
4,31.55,38.14,OK
2,24.99,52.69,OK
4,27.15,41.62,OK
1,26.78,38.79,OK
5,18.19,69.2,OK
1,30.61,40.0,OK
3,28.75,30.27,OK
5,21.4,78.82,OK
5,33.19,55.86,OK
4,21.45,60.55,OK
4,19.02,53.4,OK
4,22.8,77.61,OK
2,23.43,65.22,OK
2,18.06,30.5,OK
2,16.56,40.47,OK
1,30.97,67.95,OK
5,23.36,41.07,OK
4,22.78,54.27,OK
4,22.33,49.21,OK
5,27.19,59.64,OK
3,21.18,59.51,OK
5,26.15,34.82,OK
2,25.03,30.94,OK
2,16.41,55.74,OK
3,25.0,68.63,OK
2,34.57,52.96,OK
3,15.81,57.17,OK
2,16.61,51.77,OK
4,15.29,49.45,OK
4,31.53,51.05,OK
1,31.56,44.72,OK
2,21.22,31.6,OK
1,24.59,30.16,OK
5,20.86,45.5,OK
4,23.99,44.5,ERROR
3,15.43,45.56,ERROR
5,32.39,73.55,OK
4,34.98,59.96,OK
2,30.64,51.97,OK
5,33.41,47.51,OK
4,15.58,48.86,OK
2,33.3,77.14,OK
1,22.63,37.3,OK
5,34.38,70.22,OK
3,24.07,52.32,OK
3,21.4,71.0,OK
3,15.22,56.12,OK
4,16.06,74.12,OK
3,22.47,48.65,OK
1,16.25,52.04,OK
1,28.15,30.65,OK
1,27.9,58.59,OK
2,23.87,78.26,OK
1,31.7,58.01,ERROR
3,28.14,78.14,OK
3,21.08,67.25,OK
1,31.28,32.91,OK
2,17.99,50.58,OK
4,21.83,61.36,OK
2,21.13,41.91,OK
3,19.96,74.42,OK
1,34.37,76.54,OK
2,25.74,77.44,ERROR
5,24.18,47.59,OK
4,31.35,53.27,OK
1,26.49,62.01,OK
5,31.03,63.86,OK
5,33.84,36.94,OK
1,19.13,70.48,ERROR
4,34.43,65.33,OK
1,25.99,53.11,OK
5,28.79,35.99,OK
2,28.08,51.02,OK
1,16.68,64.49,OK
2,21.09,79.79,OK
1,25.77,41.9,OK
4,29.36,76.24,OK
4,34.74,37.14,ERROR
2,20.44,64.53,OK
1,20.17,35.93,OK
3,31.93,31.19,OK
2,22.69,62.93,OK
3,15.04,54.45,OK
4,15.88,39.86,OK
3,19.55,44.25,OK
4,28.83,79.84,OK
1,27.83,47.69,OK
4,34.4,74.0,OK
5,30.55,71.3,OK
2,18.52,60.58,OK
3,33.46,69.49,OK
5,23.17,74.01,OK
5,21.14,66.05,OK
2,19.72,66.11,OK
4,16.13,33.31,OK
5,19.16,67.7,OK
3,16.64,36.39,OK
3,24.92,30.81,OK
4,16.98,72.89,OK
3,32.4,60.29,OK
4,28.39,30.28,OK
2,23.11,32.72,OK
5,26.16,76.08,OK
3,24.61,58.72,OK
1,26.82,34.97,OK
4,19.84,56.63,OK
4,21.7,47.61,OK
2,34.8,64.2,OK
1,31.77,60.85,OK
5,33.15,74.13,OK
3,21.12,75.89,OK
4,25.58,67.8,OK
2,31.52,39.84,OK
5,25.09,60.04,OK
4,34.68,63.01,OK
5,22.42,76.35,OK
5,23.95,58.35,OK
3,31.4,65.53,OK
5,19.61,55.59,OK
1,32.32,46.53,OK
3,23.13,43.63,OK
1,29.28,46.36,OK
5,27.9,32.45,OK
2,33.4,61.34,OK
2,24.42,70.59,OK
4,29.8,54.4,OK
2,18.82,49.65,OK
1,28.9,74.1,OK
2,26.59,60.75,OK
4,27.05,51.05,OK
1,16.83,72.38,OK
2,33.54,56.63,ERROR
4,28.67,44.31,OK
5,26.14,37.0,OK
1,29.96,67.93,OK
5,22.7,60.51,OK
2,15.57,49.46,OK
1,34.25,43.6,OK
3,28.19,77.99,OK
3,22.39,44.93,ERROR
3,31.11,36.35,OK
1,20.39,62.03,OK
1,32.42,32.66,OK
4,24.96,30.54,OK
2,16.41,60.21,OK
1,17.1,60.16,OK
3,30.44,65.01,OK
4,20.63,47.6,OK
5,34.99,77.83,OK
2,30.35,57.43,OK
4,20.74,40.76,OK
4,33.66,33.74,OK
5,17.46,62.13,OK
4,26.15,46.83,OK
5,22.06,66.26,OK
3,23.35,78.3,OK
5,19.81,59.97,OK
1,20.04,77.44,OK
2,29.18,33.95,OK
2,18.74,68.62,OK
2,27.83,43.19,OK
4,20.87,77.64,OK
5,30.72,75.18,OK
3,15.44,40.13,OK
5,17.37,32.88,OK
5,18.72,74.88,OK
1,31.91,44.08,OK
5,31.85,54.93,ERROR
1,20.14,56.11,OK
2,27.66,66.25,OK
2,34.5,68.63,OK
1,31.17,49.7,OK
5,32.66,43.29,OK
4,28.75,74.85,OK
2,32.03,72.31,OK
1,34.85,62.25,OK
2,20.25,30.24,OK
4,29.22,64.39,OK
3,34.49,31.78,OK
1,15.34,47.7,OK
2,22.32,65.87,OK
3,25.04,65.64,OK
5,18.87,55.48,OK
4,22.41,49.59,OK
2,29.82,67.86,OK
2,21.83,71.25,OK
3,21.67,49.03,OK
5,23.58,77.86,OK
5,32.21,61.86,OK
2,22.5,54.49,OK
1,18.21,35.97,OK
5,21.73,38.32,OK
1,32.22,34.08,OK
3,20.85,47.11,OK
3,16.51,45.37,OK
2,31.88,51.32,OK
3,32.69,69.48,OK
5,32.69,72.65,OK
2,23.31,77.13,OK
1,34.12,76.24,OK
4,17.98,74.65,OK
2,24.86,32.63,OK
1,17.05,52.07,OK
3,27.36,40.05,OK
5,21.88,63.88,OK
1,29.65,62.45,OK
4,27.8,63.45,OK
4,17.51,47.0,OK
1,22.89,32.59,OK
3,21.0,53.95,OK
4,28.92,34.94,ERROR
2,25.09,39.61,OK
2,18.81,40.29,OK
1,30.68,41.46,OK
4,24.09,69.37,OK
1,26.59,38.17,OK
1,27.91,32.97,OK
2,29.91,34.46,OK
3,30.81,35.38,OK
2,23.78,31.2,OK
4,22.86,55.42,OK
5,18.47,73.86,OK
4,25.6,59.33,OK
1,29.26,73.28,OK
1,22.34,72.66,OK
4,23.21,42.06,OK
5,33.01,75.6,ERROR
4,15.01,54.53,OK
4,23.6,38.68,OK
5,25.56,40.77,OK
5,19.59,43.37,ERROR
4,24.49,75.82,OK
5,23.45,57.27,OK
5,15.44,61.43,OK
2,26.91,57.12,OK
2,25.58,46.13,OK
4,23.74,35.56,OK
3,33.37,70.95,OK
1,30.86,76.19,OK
2,34.51,50.2,OK
3,33.22,38.64,OK
2,25.56,30.67,OK
1,34.14,73.75,OK
4,23.01,53.42,OK
5,33.13,51.05,OK
2,32.47,49.71,OK
5,16.48,66.39,OK
5,16.91,56.51,OK
2,31.21,56.4,OK
1,34.87,66.16,OK
1,23.96,48.14,OK
5,29.59,30.82,OK
1,17.72,75.69,OK
4,23.73,30.7,OK
5,27.13,44.89,OK
5,24.39,75.75,OK
3,15.31,45.78,OK
3,22.57,43.32,OK
2,27.97,41.44,OK
3,33.81,43.42,OK
1,18.49,52.7,OK
2,16.3,48.75,OK
4,16.61,69.97,OK
5,28.6,35.6,OK
5,21.95,31.5,OK
5,26.27,37.55,OK
4,24.63,56.35,OK
3,26.77,51.86,OK
4,26.05,74.68,OK
1,22.12,30.21,OK
3,31.47,71.45,OK
4,25.49,51.27,OK
2,22.05,76.3,OK
5,15.53,77.2,OK
3,21.0,78.8,OK
3,34.43,64.1,OK
4,32.74,59.54,OK
4,28.12,46.34,OK
5,17.41,70.34,OK
4,23.59,30.3,OK
1,23.75,75.44,OK
2,16.72,40.85,OK
1,34.44,69.38,OK
1,19.66,66.54,OK
4,24.89,60.54,OK
5,30.44,34.04,OK
5,19.04,35.42,OK
1,18.66,56.74,OK
1,29.18,43.76,OK
5,16.91,57.02,OK
4,32.39,33.99,OK
3,22.33,79.99,OK
2,32.16,75.75,OK
2,17.92,76.79,OK
5,27.92,57.2,OK
2,21.36,76.94,OK
4,22.76,68.38,OK
2,24.41,34.33,OK
1,17.7,48.99,OK
5,28.34,47.08,OK
5,23.2,55.99,OK
2,27.2,39.63,OK
1,22.1,61.43,OK
3,23.78,63.85,OK
1,22.35,34.73,OK
2,17.08,63.22,OK
4,30.54,70.9,ERROR
3,30.75,58.54,OK
4,28.21,54.48,ERROR
1,15.25,42.78,OK
5,27.45,38.68,OK
1,23.03,41.99,OK
3,30.18,63.83,OK
2,34.61,76.75,OK
4,31.31,72.68,OK
3,22.0,44.39,OK
1,34.04,30.93,OK
2,29.98,38.87,OK
5,31.33,35.57,OK
2,16.6,44.9,OK
3,18.35,42.54,OK
5,30.79,67.34,OK
5,24.82,35.7,OK
2,27.33,78.81,OK
3,22.99,60.02,OK
4,21.91,55.81,OK
4,33.89,33.1,OK
3,25.07,51.61,OK
4,34.09,43.59,OK
3,23.61,64.73,OK
5,20.2,72.1,OK
4,18.08,53.16,OK
3,31.19,79.01,OK
4,31.85,48.06,ERROR
1,24.69,61.67,OK
5,16.05,64.74,OK
5,34.34,42.61,OK
4,29.52,78.01,OK
3,18.7,32.61,OK
3,28.72,42.43,OK
5,17.88,45.18,OK
4,26.02,68.47,OK
4,27.85,35.97,OK
4,33.29,37.71,OK
5,31.87,70.42,OK
5,21.98,73.02,OK
4,17.15,36.03,OK
1,19.93,73.56,OK
1,28.22,74.99,OK
3,24.1,44.43,OK
5,26.2,57.11,OK
5,34.42,49.12,OK
1,27.18,55.94,OK
4,17.9,56.98,OK
4,25.82,75.37,OK
2,16.81,50.35,OK
2,15.4,63.14,OK
4,24.5,55.63,OK
3,25.66,38.21,OK
2,31.09,72.65,OK
2,20.41,70.34,OK
2,16.87,63.61,OK
3,31.68,39.0,OK
4,24.15,31.55,OK
2,23.96,67.19,OK
2,34.7,54.66,OK
2,26.36,50.16,OK
2,15.7,56.6,OK
2,25.51,49.02,OK
2,32.07,75.12,OK
1,19.9,59.89,OK
3,31.61,64.78,OK
4,25.12,48.32,OK
1,16.69,30.56,OK
3,21.22,65.06,OK
3,24.11,32.07,OK
5,20.25,37.91,OK
4,31.75,46.71,OK
4,19.42,37.94,ERROR
4,26.01,72.99,OK
2,16.81,33.91,OK
1,16.03,55.25,OK
5,23.4,78.16,OK
1,30.94,38.6,OK
4,33.78,56.03,OK
5,30.77,71.68,OK
5,18.65,58.53,OK
3,21.73,43.39,OK
3,17.91,68.78,OK
4,16.5,79.92,OK
2,17.14,65.57,OK
2,15.82,40.68,OK
3,15.07,74.09,OK
4,30.43,51.54,OK
3,18.48,40.08,OK
2,18.7,55.0,OK
2,16.48,68.77,OK
2,17.18,56.88,OK
4,27.21,53.54,OK
3,28.69,68.1,OK
3,32.82,48.85,OK
2,28.94,79.98,ERROR
1,27.24,38.19,OK
2,22.65,39.68,ERROR
3,32.05,50.62,OK
2,25.6,69.93,OK
5,20.35,71.52,ERROR
2,18.54,45.94,OK
1,18.63,44.57,OK
3,17.34,40.42,OK
2,31.56,60.09,OK
2,27.0,39.49,OK
4,23.82,48.74,OK
5,17.04,69.69,OK
3,25.96,73.71,OK
5,16.45,42.29,OK
3,17.07,79.52,OK
2,23.18,38.52,OK
3,30.49,64.36,OK
1,30.89,47.97,OK
3,23.33,63.27,OK
5,32.73,32.64,OK
1,22.15,40.3,OK
4,22.19,64.64,OK
1,27.15,68.21,ERROR
1,17.34,75.89,OK
3,28.43,73.5,OK
1,19.86,32.45,OK
3,16.25,67.33,OK
4,17.72,53.56,OK
4,32.33,38.56,OK
3,31.36,56.7,OK
4,29.47,67.75,OK
1,15.84,71.84,OK
3,17.54,69.29,OK
4,21.82,61.59,OK
1,15.42,33.0,OK
3,30.42,58.08,OK
4,24.86,74.39,OK
5,18.24,49.67,OK
4,19.0,51.56,OK
1,29.82,56.15,OK
3,26.54,43.2,OK
5,20.31,42.73,OK
3,15.97,46.58,OK
2,27.27,52.6,OK
1,26.27,72.67,OK
2,22.77,74.46,OK
3,32.6,62.62,OK
2,18.74,70.72,OK
5,17.99,33.86,OK
5,29.98,55.08,OK
4,19.29,50.14,OK
2,18.32,35.75,OK
3,16.17,78.29,OK
4,18.07,61.87,OK
1,18.94,30.24,OK
5,28.09,49.69,OK
1,16.48,32.47,OK
4,19.16,46.98,ERROR
2,15.97,70.12,OK
5,19.31,69.89,OK
4,18.27,73.7,OK
1,23.84,49.39,OK
1,28.52,71.69,OK
3,30.27,45.65,OK
1,16.54,62.1,OK
5,19.38,44.93,OK
1,27.09,64.43,OK
1,20.28,59.76,OK
5,32.8,38.01,OK
2,34.1,64.55,OK
2,21.21,60.8,OK
2,23.83,56.03,OK
5,21.21,57.94,OK
2,28.83,40.37,OK
5,29.46,57.61,OK
5,23.13,62.96,OK
4,15.14,40.99,OK
3,28.47,31.47,OK
1,25.12,42.09,OK
5,29.47,57.98,OK
2,31.69,46.79,OK
3,20.05,67.92,OK
2,29.0,73.45,OK
4,15.52,34.99,ERROR
5,22.95,35.13,OK
3,29.5,65.56,OK
3,27.75,33.38,OK
1,18.46,54.26,OK
5,32.55,34.96,OK
4,30.45,70.38,OK
5,23.13,45.99,OK
3,34.91,78.46,OK
1,29.89,46.25,OK
4,15.43,53.85,OK
4,32.95,35.4,OK
2,30.01,65.47,OK
2,22.3,44.28,OK
1,34.79,55.64,OK
4,23.83,79.37,OK
3,32.9,60.03,OK
1,28.3,76.18,OK
1,20.36,66.56,OK
5,23.97,66.93,OK
2,34.12,59.99,OK
2,31.01,43.42,OK
4,34.68,32.25,OK
1,15.73,67.24,OK
5,21.6,49.64,OK
4,21.62,68.76,OK
2,16.03,51.59,OK
5,32.34,35.25,OK
1,21.33,74.0,OK
4,15.05,59.97,OK
3,21.5,37.88,OK
1,23.72,63.88,OK
5,17.59,48.0,OK
4,15.31,73.03,OK
5,29.73,61.22,OK
5,34.87,54.68,OK
5,27.8,51.7,OK
3,23.48,55.88,OK
4,26.88,54.87,OK
4,30.76,39.18,OK
1,20.16,64.48,OK
2,34.28,59.35,OK
1,16.28,78.04,OK
1,25.46,66.78,OK
5,28.94,35.59,OK
1,26.07,52.5,OK
2,27.28,73.65,OK
3,34.17,32.8,ERROR
4,20.32,71.58,OK
4,33.17,57.66,OK
1,28.19,79.83,OK
4,24.7,79.42,OK
2,26.27,66.2,OK
1,28.58,35.03,OK
4,17.29,76.72,OK
5,32.09,70.08,OK
1,25.05,70.75,OK
5,23.18,37.97,OK
4,28.25,79.04,OK
5,20.97,71.84,OK
4,21.52,71.43,OK
4,29.74,73.18,ERROR
2,15.04,64.06,OK
4,28.87,68.22,OK
1,20.94,53.72,OK
5,20.9,51.23,OK
5,15.95,65.45,OK
4,26.6,63.46,OK
5,31.35,58.9,OK
2,27.59,66.35,OK
1,27.81,70.97,OK
4,16.07,48.15,OK
4,20.45,56.61,OK
1,31.85,47.99,OK
1,30.13,73.06,OK
2,15.2,31.78,OK
3,28.62,63.35,ERROR
4,29.91,38.64,OK
2,25.44,30.5,OK
4,27.68,78.32,OK
4,24.68,44.36,OK
2,34.37,72.23,OK
2,21.89,67.05,ERROR
2,21.66,65.15,ERROR
5,28.79,40.72,OK
4,29.3,31.04,OK
2,28.78,78.78,OK
1,16.67,39.91,OK
1,33.97,42.91,OK
5,18.51,39.54,OK
2,24.32,63.03,OK
3,20.07,70.31,OK
3,29.16,30.75,OK
4,27.11,68.28,OK
5,16.58,67.85,OK
4,22.25,61.48,OK
1,22.45,76.08,OK
5,20.76,55.4,OK
3,19.52,36.99,OK
3,17.59,35.69,OK
5,16.84,42.8,OK
1,28.88,36.37,OK
2,21.59,67.14,OK
2,22.08,49.41,OK
1,18.97,63.79,OK
5,19.16,49.55,OK
1,33.14,40.63,OK
2,17.64,65.71,OK
1,16.89,67.26,OK
5,30.69,68.14,OK
5,20.62,74.22,OK
3,19.18,34.29,OK
3,26.81,32.56,OK
4,19.84,39.4,OK
1,25.93,67.16,OK
3,34.1,37.49,OK
2,29.91,44.31,OK
1,32.71,66.07,OK
1,24.73,63.96,OK
1,15.16,50.04,OK
2,27.93,43.72,OK
2,22.94,61.88,OK
4,17.33,64.73,OK
4,17.01,34.98,OK
4,32.81,45.78,OK
3,33.64,52.19,OK
4,18.79,78.46,OK
1,18.76,59.86,OK
2,26.57,39.92,OK
4,29.75,47.25,OK
3,18.88,67.86,ERROR
5,26.31,53.39,ERROR
4,21.81,76.9,OK
1,32.16,69.49,OK
3,16.49,67.07,OK
2,25.51,35.89,OK
3,19.57,49.99,OK
3,30.35,76.94,OK
1,16.06,58.0,OK
5,20.96,54.16,OK
2,19.37,36.76,OK
1,32.37,38.15,OK
2,29.55,68.44,OK
2,21.55,61.46,OK
2,34.81,45.65,OK
1,29.95,50.03,OK
3,30.11,78.33,OK
5,25.61,63.67,OK
3,19.7,62.79,OK
2,28.79,35.77,OK
2,34.18,64.42,OK
1,20.69,30.34,OK
3,23.31,76.11,ERROR
4,21.37,47.96,OK
2,34.95,58.49,OK
1,26.87,51.79,OK
4,28.34,36.68,OK
2,24.32,45.9,OK
1,30.73,67.74,OK
4,24.76,39.33,OK
3,20.09,61.12,OK
2,17.92,37.03,OK
2,16.33,61.45,OK
1,31.87,43.31,OK
5,28.25,45.38,OK
4,20.86,39.69,OK
5,26.94,44.41,OK
5,29.4,74.18,OK
2,26.86,44.04,OK
2,19.4,51.86,OK
4,19.1,58.59,OK
3,16.68,78.34,ERROR
3,22.6,76.34,OK
1,16.12,36.7,ERROR
2,15.28,62.29,OK
4,19.26,63.11,OK
4,23.83,68.75,OK
2,34.75,74.64,OK
1,18.71,45.1,OK
